id,causal_linkage_tier,causal_tier,expression_trend,expression_log2fc,therapeutic_alignment,therapeutic_recommendation,systemic_toxicity_risk,strategy_type,perturbation_ace,essentiality_tag,evidence_count,pathways,cell_types_active_in,regulating_snps,paracrine_targets,has_disease_link,has_pathway_link,eqtl_causal_direction,mean_eQTL_Z,max_eQTL_Z,mean_GWAS_Z,mean_GWAS_pval,min_GWAS_pval,n_snps_used,n_eQTL_variants,Evidence_Strength,Gene_Genetic_Confidence_Score,OR,CI_low,CI_high,mr_beta,mr_se,mr_pval,mr_direction,confidence_tier,method,is_gwas_hit,genetic_confidence_score,in_mr_risk,in_mr_protective,in_mr_any,in_eqtl,in_gwas
AKT1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs4983559,,Yes,No,Risk,8.247856813,8.247856813,1.111658522,0.266285,0.266285,1,1,Low,0.041158215,0.844827182,0.62755245,1.137327992,-0.168623191,0.151686141,0.266285,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.041158215,FALSE,FALSE,TRUE,TRUE,FALSE
EIF2AK2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.799,Aggravating,Context-Dependent,Low,Unknown,0.0566,Moderate dependency,1,Biological process involved in interspecies interaction between organisms | Cell communication | Cellular response to organic substance | Cytokine Signaling in Immune system | Defense response | Defense response to other organism | Defense response to virus | Ebola virus infection in host | Epstein-Barr virus infection | Hepatitis C | Immune System | Immune response | Immune system process | Influenza A | Innate immune response | Interferon Signaling | Kaposi sarcoma-associated herpesvirus infection | Negative regulation of biological process | Negative regulation of cell population proliferation | Negative regulation of cellular process | Negative regulation of metabolic process | Negative regulation of viral genome replication | Positive regulation of cytokine production | Positive regulation of gene expression | Positive regulation of multicellular organismal process | Regulation of apoptotic process | Regulation of cell death | Regulation of cytokine production | Regulation of response to stress | Regulation of signal transduction | Regulation of viral life cycle | Response to biotic stimulus | Response to chemical | Response to cytokine | Response to external stimulus | Response to interferon-alpha | Response to organic substance | Response to other organism | Response to stress | Response to virus | Signal transduction | Signaling | Type I interferon induction and signaling during SARS-CoV-2 infection | Type II interferon signaling | Viral carcinogenesis,,rs2307472,,Yes,Yes,Protective,-10.06527532,-10.06527532,0.563872363,0.572841,0.572841,1,1,Low,0.040250304,0.928767173,0.71837672,1.200774522,-0.073897192,0.131053049,0.572841,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.040250304,FALSE,FALSE,TRUE,TRUE,FALSE
CTSG,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.505,Reversal,Context-Dependent,Low,Unknown,-0.0385,Moderate dependency,1,Antibacterial humoral response | Antimicrobial humoral response | Antimicrobial peptides | Defense response to Gram-negative bacterium | Defense response to fungus | Killing by host of symbiont cells | Neutrophil activation | Response to fungus,,rs12878578,,Yes,Yes,Protective,-6.091241025,-6.091241025,1.712436269,0.0868163,0.0868163,1,1,Low,0.039759654,1.535326043,0.939899292,2.507955987,0.428742764,0.250370056,0.0868163,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.039759654,FALSE,FALSE,TRUE,TRUE,FALSE
EDEM3,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs10911634,,Yes,No,Protective,-6.195849019,-6.195849019,1.678686286,0.0932132,0.0932132,1,1,Low,0.039758222,0.458345456,0.184335372,1.139664921,-0.780132108,0.464727754,0.0932132,Higher expression -> lower risk (protective),Not_significant,Wald ratio,TRUE,0.039758222,FALSE,FALSE,TRUE,TRUE,TRUE
SPP1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.223,Aggravating,Context-Dependent,Low,Unknown,0.1175,Weak/Contextual,1,,,rs6532024,,Yes,No,Protective,-8.789332149,-8.789332149,0.851890266,0.394275,0.394275,1,1,Low,0.038737648,0.921284953,0.762909213,1.112538621,-0.081985896,0.096239972,0.394275,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.038737648,FALSE,FALSE,TRUE,TRUE,FALSE
LY6E,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,2.127,Aggravating,Context-Dependent,Low,Unknown,0.0296,Weak/Contextual,1,Negative regulation of viral process | Regulation of viral life cycle,,rs10283236,,Yes,Yes,Risk,-7.232320056,-7.232320056,-1.277408685,0.201458,0.201458,1,1,Low,0.03802741,0.695182013,0.397943499,1.214438814,-0.363581578,0.28462432,0.201458,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.03802741,FALSE,FALSE,TRUE,TRUE,FALSE
IFIT3,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,2.322,Aggravating,Context-Dependent,Low,Unknown,0.0313,Strong dependency,1,Biological process involved in interspecies interaction between organisms | Cellular response to cytokine stimulus | Cellular response to organic substance | Cytokine Signaling in Immune system | Defense response | Defense response to other organism | Defense response to virus | Immune System | Immune response | Immune response to tuberculosis | Immune system process | Innate immune response | Interferon Signaling | Interferon alpha/beta signaling | Negative regulation of biological process | Negative regulation of cell population proliferation | Negative regulation of cellular process | Regulation of apoptotic process | Regulation of cell death | Response to biotic stimulus | Response to chemical | Response to cytokine | Response to external stimulus | Response to interferon-alpha | Response to organic substance | Response to other organism | Response to stress | Response to virus,,rs142124413,,Yes,Yes,Protective,-5.886162855,-5.886162855,1.689199003,0.0911813,0.0911813,1,1,Low,0.03779679,0.638783718,0.379754838,1.074494905,-0.448189352,0.265326555,0.0911813,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.03779679,FALSE,FALSE,TRUE,TRUE,FALSE
KLHDC7B,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.34,Aggravating,Context-Dependent,Low,Unknown,0.0999,Weak/Contextual,1,,,rs5770772,,Yes,No,Protective,-8.701292878,-8.701292878,0.806421247,0.42,0.42,1,1,Low,0.037090814,0.896915827,0.688517631,1.168391288,-0.10879326,0.134908722,0.42,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.037090814,FALSE,FALSE,TRUE,TRUE,FALSE
CDH23,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs10823805,,Yes,No,Protective,-6.517915298,-6.517915298,1.450270866,0.146983,0.146983,1,1,Low,0.036965351,0.805302667,0.600987688,1.079077655,-0.216537088,0.149308031,0.146983,Higher expression -> lower risk (protective),Not_significant,Wald ratio,TRUE,0.036965351,FALSE,FALSE,TRUE,TRUE,TRUE
ASPH,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.052,Aggravating,Context-Dependent,Low,Unknown,0.1208,Weak/Contextual,1,,,rs6990434,,Yes,No,Protective,8.468173487,8.468173487,-0.843159939,0.399139,0.399139,1,1,Low,0.036405435,0.800915501,0.478041321,1.341862329,-0.221999829,0.263295039,0.399139,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.036405435,FALSE,FALSE,TRUE,TRUE,FALSE
LINC00487,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,2.71,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs10495545,,Yes,No,Risk,9.82145939,9.82145939,0.466727293,0.640695,0.640695,1,1,Low,0.036341602,1.033372092,0.900297921,1.186116123,0.03282733,0.070335141,0.640695,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.036341602,FALSE,FALSE,TRUE,TRUE,FALSE
NT5C2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs11191559,,Yes,No,Risk,7.337462717,7.337462717,1.157833474,0.246932,0.246932,1,1,Low,0.036040684,1.438047202,0.777485165,2.659831788,0.363286084,0.313763673,0.246932,Higher expression -> higher risk,Not_significant,Wald ratio,TRUE,0.036040684,FALSE,FALSE,TRUE,TRUE,TRUE
TRIM22,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.386,Aggravating,Context-Dependent,Low,Unknown,0.0348,Moderate dependency,1,,,rs2291841,,Yes,No,Risk,-11.18856392,-11.18856392,-0.091450043,0.927135,0.927135,1,1,Low,0.03584254,1.03641574,0.481506401,2.230827217,0.035768356,0.391124546,0.927135,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.03584254,FALSE,FALSE,TRUE,TRUE,FALSE
ILRUN,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs112563428,,Yes,No,Protective,9.179897264,9.179897264,-0.609091185,0.542464,0.542464,1,1,Low,0.035587114,0.879038334,0.580537206,1.331023033,-0.128926771,0.211670722,0.542464,Higher expression -> lower risk (protective),Not_significant,Wald ratio,TRUE,0.035587114,FALSE,FALSE,TRUE,TRUE,TRUE
PDHX,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs2915236,,Yes,No,Protective,-5.880132978,-5.880132978,1.587501975,0.112399,0.112399,1,1,Low,0.035531003,0.691238771,0.438153062,1.090511696,-0.369269971,0.232610716,0.112399,Higher expression -> lower risk (protective),Not_significant,Wald ratio,TRUE,0.035531003,FALSE,FALSE,TRUE,TRUE,TRUE
IRS1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs76490719,,Yes,No,Risk,7.15324981,7.15324981,1.161897753,0.245277,0.245277,1,1,Low,0.03488064,1.158624862,0.903811689,1.485277948,0.147233838,0.126718412,0.245277,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.03488064,FALSE,FALSE,TRUE,TRUE,FALSE
NCOA2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs2926715,,Yes,No,Protective,-5.694660142,-5.694660142,1.568034847,0.116873,0.116873,1,1,Low,0.033804161,2.326487113,0.809720294,6.684459227,0.844359453,0.538482582,0.116873,Higher expression -> higher risk,Not_significant,Wald ratio,TRUE,0.033804161,FALSE,FALSE,TRUE,TRUE,TRUE
TNFSF15,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.038,Aggravating,Context-Dependent,Low,Unknown,0.0148,Moderate dependency,1,,,rs6478108,,Yes,No,Risk,-9.71530355,-9.71530355,-0.35986646,0.718947,0.718947,1,1,Low,0.033102788,0.966391535,0.802213733,1.164169298,-0.034186211,0.094996936,0.718947,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.033102788,FALSE,FALSE,TRUE,TRUE,FALSE
TMEM86B,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs4255895,,Yes,No,Risk,8.112163532,8.112163532,0.797232524,0.425316,0.425316,1,1,Low,0.032987601,0.883047184,0.650406829,1.198899357,-0.124376644,0.156010498,0.425316,Higher expression -> lower risk (protective),Not_significant,Wald ratio,TRUE,0.032987601,FALSE,FALSE,TRUE,TRUE,TRUE
H1-6,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.103,Aggravating,Context-Dependent,Low,Unknown,0.0237,Moderate dependency,1,Negative regulation of biological process | Negative regulation of cellular process,,rs198824,,Yes,Yes,Protective,-5.597046163,-5.597046163,1.556959927,0.11948,0.11948,1,1,Low,0.032878888,1.21919098,0.949990296,1.564675609,0.198187507,0.127291335,0.11948,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.032878888,FALSE,FALSE,TRUE,TRUE,FALSE
DDX60L,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.379,Aggravating,Context-Dependent,Low,Unknown,0.0804,Weak/Contextual,1,Biological process involved in interspecies interaction between organisms | Defense response | Defense response to other organism | Defense response to virus | Response to biotic stimulus | Response to external stimulus | Response to other organism | Response to stress | Response to virus,,rs2319913,,Yes,Yes,Protective,10.40897221,10.40897221,-0.167838924,0.86671,0.86671,1,1,Low,0.032850489,0.941597887,0.466304995,1.901344805,-0.060176967,0.358539998,0.86671,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.032850489,FALSE,FALSE,TRUE,TRUE,FALSE
SOCS3-DT,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs2376584,,Yes,No,Protective,-5.981142947,-5.981142947,1.428475644,0.153155,0.153155,1,1,Low,0.03275579,0.737333878,0.485386039,1.120059506,-0.304714467,0.213314429,0.153155,Higher expression -> lower risk (protective),Not_significant,Wald ratio,TRUE,0.03275579,FALSE,FALSE,TRUE,TRUE,TRUE
TPCN2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs7927633,,Yes,No,Protective,9.952247149,9.952247149,-0.277268428,0.781574,0.781574,1,1,Low,0.032623677,1.067265652,0.673620152,1.690946995,0.065099913,0.23479021,0.781574,Higher expression -> higher risk,Not_significant,Wald ratio,TRUE,0.032623677,FALSE,FALSE,TRUE,TRUE,TRUE
SPATS2L,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,2.333,Aggravating,Context-Dependent,Low,Unknown,0.0247,Moderate dependency,1,,,rs12618057,,Yes,No,Risk,5.698181462,5.698181462,1.443569889,0.14886,0.14886,1,1,Low,0.031120294,1.32449225,0.904351811,1.939819988,0.281029178,0.194676531,0.14886,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.031120294,FALSE,FALSE,TRUE,TRUE,FALSE
PCSK9,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.491,Reversal,Activate,Low,Agonist / Stabilizer,-0.2329,Moderate dependency,2,Response to external stimulus,,rs693668,,Yes,Yes,Protective,8.945624635,8.945624635,-0.466158573,0.641102,0.641102,1,1,Low,0.030703746,1.052240073,0.849437213,1.303462049,0.050921294,0.109235992,0.641102,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.030703746,FALSE,FALSE,TRUE,TRUE,FALSE
OAS3,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,2.406,Reversal,Activate,Low,Agonist / Stabilizer,-0.1143,Moderate dependency,2,Antiviral mechanism by IFN-stimulated genes | Biological process involved in interspecies interaction between organisms | Defense response | Defense response to other organism | Defense response to virus | Host-pathogen interaction of human coronaviruses - interferon induction | Immune System | Immune response | Immune response-regulating signaling pathway | Immune system process | Influenza A | Innate immune response | Interferon alpha/beta signaling | Measles | Negative regulation of viral genome replication | Negative regulation of viral process | OAS antiviral response | Positive regulation of interferon-beta production | Positive regulation of tumor necrosis factor production | Regulation of defense response | Regulation of immune response | Regulation of innate immune response | Regulation of interferon-beta production | Regulation of response to biotic stimulus | Regulation of response to external stimulus | Regulation of response to stress | Regulation of ribonuclease activity | Regulation of tumor necrosis factor production | Regulation of viral life cycle | Response to biotic stimulus | Response to external stimulus | Response to other organism | Response to stress,,rs4767041,,Yes,Yes,Protective,6.329813999,6.329813999,-1.200698954,0.229868,0.229868,1,1,Low,0.030141397,1.336087797,0.832576494,2.144104012,0.289745789,0.241314268,0.229868,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.030141397,FALSE,FALSE,TRUE,TRUE,FALSE
EIF4H,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs452089,,Yes,No,Risk,8.3447763,8.3447763,0.604906687,0.545241,0.545241,1,1,Low,0.030062902,0.872144598,0.559867386,1.35860066,-0.136800045,0.226150657,0.545241,Higher expression -> lower risk (protective),Not_significant,Wald ratio,TRUE,0.030062902,FALSE,FALSE,TRUE,TRUE,TRUE
TCN1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.151,Reversal,Context-Dependent,Low,Unknown,-0.0315,Moderate dependency,1,,,rs34528912,,Yes,No,Protective,-6.604854488,-6.604854488,1.076293533,0.281796,0.281796,1,1,Low,0.029248453,0.813847347,0.559288504,1.184268046,-0.205982465,0.191381309,0.281796,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.029248453,FALSE,FALSE,TRUE,TRUE,FALSE
TBK1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs111880586,,Yes,No,Risk,-7.051671005,-7.051671005,-0.941399831,0.3465,0.3465,1,1,Low,0.02923077,1.319188245,0.74101562,2.348476308,0.277016582,0.294260284,0.3465,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.02923077,FALSE,FALSE,TRUE,TRUE,FALSE
TRIM6,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.898,Aggravating,Context-Dependent,Low,Unknown,0.0977,Weak/Contextual,1,,,rs12272467,,Yes,No,Risk,8.446293345,8.446293345,0.535479977,0.592318,0.592318,1,1,Low,0.029108608,1.072905415,0.829274669,1.388111891,0.070370309,0.131415389,0.592318,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.029108608,FALSE,FALSE,TRUE,TRUE,FALSE
PARP9,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.381,Aggravating,Context-Dependent,Low,Unknown,0.0662,Moderate dependency,1,Biological process involved in interspecies interaction between organisms | Defense response | Defense response to other organism | Defense response to virus | Immune response | Immune system process | Innate immune response | Regulation of defense response | Regulation of immune response | Regulation of innate immune response | Regulation of response to biotic stimulus | Regulation of response to external stimulus | Regulation of response to stress | Response to biotic stimulus | Response to external stimulus | Response to other organism | Response to stress,,rs4677952,,Yes,Yes,Risk,7.659917407,7.659917407,0.753838838,0.450946,0.450946,1,1,Low,0.02901244,1.225031656,0.722706695,2.076502914,0.202966685,0.269244134,0.450946,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.02901244,FALSE,FALSE,TRUE,TRUE,FALSE
MAB21L3,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.097,Reversal,Context-Dependent,Low,Unknown,-0.0152,Moderate dependency,1,,,rs2479372,,Yes,No,Risk,-7.414732703,-7.414732703,-0.816327238,0.414313,0.414313,1,1,Low,0.028817648,1.172335361,0.800310438,1.717296356,0.158997794,0.194772129,0.414313,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.028817648,FALSE,FALSE,TRUE,TRUE,FALSE
UBQLNL,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.152,Aggravating,Context-Dependent,Low,Unknown,0.056,Weak/Contextual,1,,,rs11038373,,Yes,No,Risk,8.776498089,8.776498089,0.430319836,0.666963,0.666963,1,1,Low,0.028778252,1.030225652,0.899556971,1.179875127,0.029777858,0.069199362,0.666963,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.028778252,FALSE,FALSE,TRUE,TRUE,FALSE
LPP,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs6790135,,Yes,No,Risk,8.742840679,8.742840679,0.302026319,0.762632,0.762632,1,1,Low,0.025560122,0.951530453,0.689281682,1.313556165,-0.049683588,0.164500855,0.762632,Higher expression -> lower risk (protective),Not_significant,Wald ratio,TRUE,0.025560122,FALSE,FALSE,TRUE,TRUE,TRUE
CFAP58-DT,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.175,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs7095770,,Yes,No,Protective,7.762916446,7.762916446,-0.569800524,0.568813,0.568813,1,1,Low,0.025479819,0.899313686,0.624273566,1.295529957,-0.106123377,0.186246542,0.568813,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.025479819,FALSE,FALSE,TRUE,TRUE,FALSE
PTGFR,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,2.472,Aggravating,Context-Dependent,Low,Unknown,0.0928,Weak/Contextual,1,Defense response,,rs34729456,,Yes,Yes,Protective,-8.136760193,-8.136760193,0.405549011,0.685074,0.685074,1,1,Low,0.024110867,0.948050281,0.732585703,1.226886263,-0.053347739,0.131544492,0.685074,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.024110867,FALSE,FALSE,TRUE,TRUE,FALSE
TEAD2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs55689129,,Yes,No,Protective,-6.6172747,-6.6172747,0.759903951,0.447312,0.447312,1,1,Low,0.022290213,1.097935432,0.862815901,1.397125634,0.093431536,0.122951771,0.447312,Higher expression -> higher risk,Not_significant,Wald ratio,TRUE,0.022290213,FALSE,FALSE,TRUE,TRUE,TRUE
